,clusters,silhouette_score,method,linkage,return_mode,window_size/span,df_mode,window_size,min_per_cluster,max_per_cluster,min_max_delta,silhouette_norm,delta_norm,total_score
240,4,0.3811441895655015,ahc,single,geometric,10,3day,10.0,0.0045,0.9685,0.964,0.7552625535505523,0.01893740136770128,0.3870999774591268
241,5,0.3314750828102391,ahc,single,geometric,10,3day,10.0,0.0045,0.964,0.9595,0.7035305241742891,0.02367175170962632,0.3636011379419577
242,6,0.3315745594291597,ahc,single,geometric,10,3day,10.0,0.0045,0.955,0.9505,0.7036341323868871,0.03314045239347707,0.3683872923901821
243,7,0.2327836662831349,ahc,single,geometric,10,3day,10.0,0.0045,0.9505,0.9459,0.6007401260275728,0.037980010520778484,0.3193600682741756
244,4,0.2778511363823293,ahc,average,geometric,10,3day,10.0,0.0045,0.955,0.9505,0.6476793975263173,0.03314045239347707,0.3404099249598972
245,5,0.1936263699262455,ahc,average,geometric,10,3day,10.0,0.0045,0.955,0.9505,0.5599564973746369,0.03314045239347707,0.296548474884057
246,6,0.1431013869872703,ahc,average,geometric,10,3day,10.0,0.0045,0.9279,0.9234,0.5073330444401358,0.06165176223040503,0.2844924033352704
247,7,0.1102992523321324,ahc,average,geometric,10,3day,10.0,0.0045,0.9189,0.9144,0.473168528417227,0.07112046291425556,0.2721444956657413
248,4,0.1292059084291024,ahc,complete,geometric,10,3day,10.0,0.027,0.509,0.482,0.4928604406039049,0.5260389268805892,0.5094496837422471
249,5,0.1210783439094808,ahc,complete,geometric,10,3day,10.0,0.009,0.509,0.5,0.48439531139273795,0.5071015255128879,0.4957484184528129
250,6,0.1242490018906888,ahc,complete,geometric,10,3day,10.0,0.009,0.509,0.5,0.487697657308362,0.5071015255128879,0.49739959141062495
251,7,0.0966985743203793,ahc,complete,geometric,10,3day,10.0,0.009,0.509,0.5,0.4590029691711557,0.5071015255128879,0.4830522473420218
252,4,0.3195192459171744,ahc,single,geometric,10,full,10.0,0.0045,0.9685,0.964,0.6910781217500337,0.01893740136770128,0.3550077615588675
253,5,0.3226133073347654,ahc,single,geometric,10,full,10.0,0.0045,0.964,0.9595,0.694300689792891,0.02367175170962632,0.35898622075125863
254,6,0.3235284781213747,ahc,single,geometric,10,full,10.0,0.0045,0.9595,0.955,0.6952538706554028,0.028406102051551807,0.3618299863534773
255,7,0.312943616841438,ahc,single,geometric,10,full,10.0,0.0045,0.9459,0.9414,0.6842293850052891,0.04271436086270375,0.3634718729339964
256,4,0.328841588262804,ahc,average,geometric,10,full,10.0,0.0045,0.955,0.9505,0.7007876518701539,0.03314045239347707,0.3669640521318155
257,5,0.3276487696981237,ahc,average,geometric,10,full,10.0,0.0045,0.9324,0.9279,0.6995452915971447,0.05691741188847976,0.37823135174281225
258,6,0.221467431798513,ahc,average,geometric,10,full,10.0,0.0045,0.9324,0.9279,0.5889538908196058,0.05691741188847976,0.3229356513540428
259,7,0.1944244964160042,ahc,average,geometric,10,full,10.0,0.0045,0.9234,0.9189,0.5607877727027321,0.06638611257233018,0.3135869426375311
260,4,0.1197364177726477,ahc,complete,geometric,10,full,10.0,0.018,0.9324,0.9144,0.4829976506159198,0.07112046291425556,0.2770590567650877
261,5,0.0956924995300471,ahc,complete,geometric,10,full,10.0,0.009,0.9234,0.9144,0.4579551087603649,0.07112046291425556,0.26453778583731025
262,6,0.0876352971219871,ahc,complete,geometric,10,full,10.0,0.009,0.518,0.509,0.4495632640324526,0.49763282482903726,0.47359804443074494
263,7,0.0850008325176735,ahc,complete,geometric,10,full,10.0,0.0045,0.518,0.5135,0.4468193813817618,0.492898474487112,0.4698589279344369
264,4,0.2428720910649132,ahc,single,geometric,10,weekly,10.0,0.0045,0.982,0.9775,0.6112475565264287,0.004734350341925264,0.307990953434177
265,5,0.1771826802340855,ahc,single,geometric,10,weekly,10.0,0.0045,0.9595,0.955,0.5428298467505275,0.028406102051551807,0.28561797440103964
266,6,0.0562513753915977,ahc,single,geometric,10,weekly,10.0,0.0045,0.955,0.9505,0.41687586401741544,0.03314045239347707,0.22500815820544626
267,7,-0.0220951830437158,ahc,single,geometric,10,weekly,10.0,0.0045,0.9505,0.9459,0.33527531334765037,0.037980010520778484,0.18662766193421443
268,4,0.2001980350994195,ahc,average,geometric,10,weekly,10.0,0.0135,0.9324,0.9189,0.5668011055828082,0.06638611257233018,0.31659360907756917
269,5,0.1945033293730809,ahc,average,geometric,10,weekly,10.0,0.0045,0.9324,0.9279,0.5608698798537909,0.05691741188847976,0.3088936458711353
270,6,0.1885207915170322,ahc,average,geometric,10,weekly,10.0,0.0045,0.7748,0.7703,0.5546388673727595,0.22272488164124138,0.3886818745070004
271,7,0.1644758442277237,ahc,average,geometric,10,weekly,10.0,0.0045,0.7748,0.7703,0.5295952537307764,0.22272488164124138,0.3761600676860089
272,4,0.1212152881495111,ahc,complete,geometric,10,weekly,10.0,0.0405,0.536,0.4955,0.48453794338092865,0.5118358758548132,0.49818690961787093
273,5,0.1149484787919263,ahc,complete,geometric,10,weekly,10.0,0.0405,0.536,0.4955,0.47801085266074633,0.5118358758548132,0.4949233642577797
274,6,0.1094106435999332,ahc,complete,geometric,10,weekly,10.0,0.0135,0.536,0.5225,0.4722430128192791,0.48342977380326146,0.47783639331127026
275,7,0.1098922780622448,ahc,complete,geometric,10,weekly,10.0,0.0135,0.473,0.4595,0.4727446511570832,0.5497106785902157,0.5112276648736495
276,4,0.2342865626457048,ahc,single,geometric,14,3day,14.0,0.0045,0.9685,0.964,0.6023054426571034,0.01893740136770128,0.31062142201240234
277,5,0.2037214874738832,ahc,single,geometric,14,3day,14.0,0.0045,0.9595,0.955,0.5704708986121002,0.028406102051551807,0.299438500331826
278,6,0.1649436498123969,ahc,single,geometric,14,3day,14.0,0.0045,0.955,0.9505,0.530082488831821,0.03314045239347707,0.281611470612649
279,7,0.0951232021679214,ahc,single,geometric,14,3day,14.0,0.0045,0.955,0.9505,0.45736216659197776,0.03314045239347707,0.24525130949272742
280,4,0.1498764932396878,ahc,average,geometric,14,3day,14.0,0.0135,0.9369,0.9234,0.5143895433098329,0.06165176223040503,0.28802065277011896
281,5,0.14687683199315,ahc,average,geometric,14,3day,14.0,0.0045,0.9369,0.9324,0.5112652961900013,0.05218306154655439,0.28172417886827783
282,6,0.1293350146785613,ahc,average,geometric,14,3day,14.0,0.0045,0.9369,0.9324,0.4929949090637984,0.05218306154655439,0.2725889853051764
283,7,0.0586344165329024,ahc,average,geometric,14,3day,14.0,0.0045,0.9189,0.9144,0.4193578807553902,0.07112046291425556,0.24523917183482288
284,4,0.1478416733863471,ahc,complete,geometric,14,3day,14.0,0.0225,0.5631,0.5405,0.5122702106440149,0.4644923724355602,0.48838129153978754
285,5,0.1196704051911093,ahc,complete,geometric,14,3day,14.0,0.0225,0.4054,0.3829,0.4829288963130858,0.6302998421883219,0.5566143692507038
286,6,0.0858636219496091,ahc,complete,geometric,14,3day,14.0,0.0225,0.4054,0.3829,0.4477180053183336,0.6302998421883219,0.5390089237533278
287,7,0.0868569019765424,ahc,complete,geometric,14,3day,14.0,0.009,0.4054,0.3964,0.44875253955679617,0.6160967911625461,0.5324246653596711
288,4,0.3689169023537367,ahc,single,geometric,14,full,14.0,0.0045,0.9685,0.964,0.7425274265761981,0.01893740136770128,0.3807324139719497
289,5,0.3724051398722286,ahc,single,geometric,14,full,14.0,0.0045,0.955,0.9505,0.7461605421598377,0.03314045239347707,0.3896504972766574
290,6,0.2053590726288774,ahc,single,geometric,14,full,14.0,0.0045,0.9505,0.9459,0.5721764981060012,0.037980010520778484,0.30507825431338986
291,7,0.1582269765030018,ahc,single,geometric,14,full,14.0,0.0045,0.9505,0.9459,0.5230868498189334,0.037980010520778484,0.28053343016985594
292,4,0.3785186543336392,ahc,average,geometric,14,full,14.0,0.0045,0.955,0.9505,0.7525279711387451,0.03314045239347707,0.3928342117661111
293,5,0.2493436441628873,ahc,average,geometric,14,full,14.0,0.0045,0.9324,0.9279,0.6179878946731172,0.05691741188847976,0.3374526532807985
294,6,0.1965249985980079,ahc,average,geometric,14,full,14.0,0.0045,0.9279,0.9234,0.5629755157020122,0.06165176223040503,0.3123136389662086
295,7,0.1239166324873246,ahc,average,geometric,14,full,14.0,0.0045,0.9279,0.9234,0.48735148350211,0.06165176223040503,0.2745016228662575
296,4,0.1051115153418846,ahc,complete,geometric,14,full,14.0,0.0135,0.9459,0.9324,0.4677653275161479,0.05218306154655439,0.2599741945313512
297,5,0.1032281238355838,ahc,complete,geometric,14,full,14.0,0.0135,0.518,0.5045,0.4658037125184988,0.5023671751709626,0.48408544384473073
298,6,0.0952079123464275,ahc,complete,geometric,14,full,14.0,0.0135,0.4775,0.464,0.45745039506495067,0.5449763282482903,0.5012133616566206
299,7,0.0945285757493261,ahc,complete,geometric,14,full,14.0,0.0135,0.455,0.4414,0.45674284336745824,0.568753287743293,0.5127480655553757
300,4,0.2484043548737349,ahc,single,geometric,14,weekly,14.0,0.0045,0.964,0.9595,0.6170095935867164,0.02367175170962632,0.32034067264817134
301,5,0.1938836589722179,ahc,single,geometric,14,weekly,14.0,0.0045,0.9595,0.955,0.5602244724874172,0.028406102051551807,0.2943152872694845
302,6,0.1775642501078864,ahc,single,geometric,14,weekly,14.0,0.0045,0.955,0.9505,0.5432272644858177,0.03314045239347707,0.2881838584396474
303,7,0.0837097560914334,ahc,single,geometric,14,weekly,14.0,0.0045,0.9505,0.9459,0.44547468227254783,0.037980010520778484,0.24172734639666316
304,4,0.3353929093577845,ahc,average,geometric,14,weekly,14.0,0.009,0.964,0.955,0.7076110710431383,0.028406102051551807,0.36800858654734503
305,5,0.3096628863747024,ahc,average,geometric,14,weekly,14.0,0.009,0.9414,0.9324,0.6808123949290021,0.05218306154655439,0.36649772823777826
306,6,0.3100848986612301,ahc,average,geometric,14,weekly,14.0,0.009,0.8514,0.8423,0.6812519347844573,0.1469752761704365,0.4141136054774469
307,7,0.304220058881709,ahc,average,geometric,14,weekly,14.0,0.0045,0.8514,0.8468,0.6751435087711564,0.14224092582851122,0.4086922172998338
308,4,0.1638830325148947,ahc,complete,geometric,14,weekly,14.0,0.036,0.6486,0.6126,0.528977820582768,0.38863755917937914,0.45880768988107357
309,5,0.1564793036780341,ahc,complete,geometric,14,weekly,14.0,0.036,0.4144,0.3784,0.5212665903492631,0.6350341925302472,0.5781503914397552
310,6,0.1728195984633654,ahc,complete,geometric,14,weekly,14.0,0.036,0.3649,0.3288,0.5382855517333834,0.6872172540768018,0.6127514029050927
311,7,0.1495258593544256,ahc,complete,geometric,14,weekly,14.0,0.0135,0.3649,0.3514,0.514024346437216,0.663440294581799,0.5887323205095074
312,4,0.3813786659198211,ahc,single,geometric,21,3day,21.0,0.0045,0.964,0.9595,0.7555067684849877,0.02367175170962632,0.389589260097307
313,5,0.2341678027403275,ahc,single,geometric,21,3day,21.0,0.0045,0.9595,0.955,0.6021817502592519,0.028406102051551807,0.31529392615540186
314,6,0.232874789028513,ahc,single,geometric,21,3day,21.0,0.0045,0.9595,0.955,0.6008350334025729,0.028406102051551807,0.3146205677270624
315,7,0.1306311602795831,ahc,single,geometric,21,3day,21.0,0.0045,0.955,0.9505,0.49434488788742337,0.03314045239347707,0.2637426701404502
316,4,0.2533356755000068,ahc,average,geometric,21,3day,21.0,0.0045,0.9595,0.955,0.6221457283023872,0.028406102051551807,0.3252759151769695
317,5,0.1904056946168177,ahc,average,geometric,21,3day,21.0,0.0045,0.9369,0.9324,0.5566020567453805,0.05218306154655439,0.30439255914596747
318,6,0.1755733351862453,ahc,average,geometric,21,3day,21.0,0.0045,0.9189,0.9144,0.5411536602690262,0.07112046291425556,0.3061370615916409
319,7,0.1472579861560373,ahc,average,geometric,21,3day,21.0,0.0045,0.9189,0.9144,0.511662280948526,0.07112046291425556,0.29139137193139075
320,4,0.1602509895760351,ahc,complete,geometric,21,3day,21.0,0.036,0.509,0.473,0.5251949268630409,0.5355076275644398,0.5303512772137404
321,5,0.1480359657182534,ahc,complete,geometric,21,3day,,,,,0.5124725725804049,,
322,6,0.1126698573919224,ahc,complete,geometric,21,3day,,,,,0.4756375925620051,,
323,7,0.1141470436300434,ahc,complete,geometric,21,3day,21.0,0.009,0.509,0.5,0.4771761312404078,0.5071015255128879,0.49213882837664785
324,4,0.2601288912360922,ahc,single,geometric,21,full,21.0,0.0045,0.9685,0.964,0.6292210888026287,0.01893740136770128,0.324079245085165
325,5,0.2320600572789471,ahc,single,geometric,21,full,21.0,0.0045,0.964,0.9595,0.5999864631431964,0.02367175170962632,0.31182910742641134
326,6,0.1942300200816574,ahc,single,geometric,21,full,21.0,0.0045,0.955,0.9505,0.5605852191216703,0.03314045239347707,0.29686283575757366
327,7,-0.0002127320737309,ahc,single,geometric,21,full,21.0,0.0045,0.955,0.9505,0.3580666150310446,0.03314045239347707,0.19560353371226083
328,4,0.1622751332540091,ahc,average,geometric,21,full,21.0,0.0045,0.955,0.9505,0.5273031399365453,0.03314045239347707,0.2802217961650112
329,5,0.1649364734423292,ahc,average,geometric,21,full,21.0,0.0045,0.9324,0.9279,0.5300750144033198,0.05691741188847976,0.2934962131458998
330,6,0.1160954170405002,ahc,average,geometric,21,full,,,,,0.47920542705606095,,
331,7,0.1018058537134,ahc,average,geometric,21,full,21.0,0.0045,0.9234,0.9189,0.4643223708043356,0.06638611257233018,0.2653542416883329
332,4,0.1086307203824116,ahc,complete,geometric,21,full,,,,,0.4714306968056479,,
333,5,0.0844167026457254,ahc,complete,geometric,21,full,,,,,0.4462109906602602,,
334,6,0.0830741602960448,ahc,complete,geometric,21,full,,,,,0.4448126880772327,,
335,7,0.0864288657435138,ahc,complete,geometric,21,full,21.0,0.009,0.5495,0.5405,0.4483067255603769,0.4644923724355602,0.45639954899796853
336,4,-0.044356199094023,ahc,single,geometric,21,weekly,,,,,0.31208972352147646,,
337,5,-0.0480864833066301,ahc,single,geometric,21,weekly,,,,,0.30820450824230383,,
338,6,-0.0499059229279386,ahc,single,geometric,21,weekly,,,,,0.30630950126338535,,
339,7,-0.1101366983485739,ahc,single,geometric,21,weekly,21.0,0.0045,0.9505,0.9459,0.243577142117722,0.037980010520778484,0.14077857631925023
340,4,0.4308825271853782,ahc,average,geometric,21,weekly,21.0,0.0045,0.9595,0.955,0.8070666891786878,0.028406102051551807,0.4177363956151198
341,5,0.383076135558555,ahc,average,geometric,21,weekly,21.0,0.0045,0.7973,0.7928,0.7572747396637123,0.19905312993161495,0.4781639347976636
342,6,0.3880490689743058,ahc,average,geometric,21,weekly,21.0,0.0045,0.7793,0.7748,0.7624542154859257,0.217990531299316,0.49022237339262087
343,7,0.348491057118007,ahc,average,geometric,21,weekly,21.0,0.0045,0.7793,0.7748,0.7212532282908056,0.217990531299316,0.4696218797950608
344,4,0.3473368713663025,ahc,complete,geometric,21,weekly,21.0,0.018,0.5315,0.5135,0.7200511053795351,0.492898474487112,0.6064747899333236
345,5,0.3483956593861188,ahc,complete,geometric,21,weekly,21.0,0.018,0.5315,0.5135,0.721153868374937,0.492898474487112,0.6070261714310246
346,6,0.3672489312796836,ahc,complete,geometric,21,weekly,21.0,0.018,0.5315,0.5135,0.7407901791353121,0.492898474487112,0.616844326811212
347,7,0.2857959929877915,ahc,complete,geometric,21,weekly,21.0,0.018,0.3153,0.2973,0.6559542303581041,0.7203577064702789,0.6881559684141915
348,4,0.3258366590895458,ahc,single,geometric,30,3day,30.0,0.0045,0.9685,0.964,0.697657918029146,0.01893740136770128,0.35829765969842364
349,5,0.1257429505758846,ahc,single,geometric,30,3day,30.0,0.0045,0.964,0.9595,0.4892536546338221,0.02367175170962632,0.2564627031717242
350,6,0.1205508152995112,ahc,single,geometric,30,3day,30.0,0.0045,0.9595,0.955,0.4838458727712175,0.028406102051551807,0.25612598741138465
351,7,0.0048548309480614,ahc,single,geometric,30,3day,30.0,0.0045,0.955,0.9505,0.3633446507404677,0.03314045239347707,0.19824255156697237
352,4,0.305647848552536,ahc,average,geometric,30,3day,30.0,0.009,0.9505,0.9414,0.6766305992791113,0.04271436086270375,0.3596724800709075
353,5,0.3076902465058122,ahc,average,geometric,30,3day,30.0,0.0045,0.9459,0.9414,0.678757824788471,0.04271436086270375,0.3607360928255874
354,6,0.2821590578473501,ahc,average,geometric,30,3day,30.0,0.0045,0.9459,0.9414,0.6521662412474494,0.04271436086270375,0.34744030105507656
355,7,0.2774832886521195,ahc,average,geometric,30,3day,30.0,0.0045,0.8694,0.8649,0.6472962718607206,0.1231983166754339,0.38524729426807724
356,4,0.1374513919378459,ahc,complete,geometric,30,3day,30.0,0.009,0.4775,0.4685,0.5014483863706287,0.540241977906365,0.5208451821384968
357,5,0.1418180765537301,ahc,complete,geometric,30,3day,30.0,0.009,0.4775,0.4685,0.5059964338710373,0.540241977906365,0.5231192058887011
358,6,0.1505534265348285,ahc,complete,geometric,30,3day,30.0,0.009,0.3874,0.3784,0.515094591888269,0.6350341925302472,0.5750643922092581
359,7,0.1608172410947634,ahc,complete,geometric,30,3day,30.0,0.009,0.3874,0.3784,0.5257846966840596,0.6350341925302472,0.5804094446071534
360,4,0.1678252905377764,ahc,single,geometric,30,full,30.0,0.0045,0.9685,0.964,0.533083813647097,0.01893740136770128,0.27601060750739914
361,5,0.1613564531990146,ahc,single,geometric,30,full,30.0,0.0045,0.964,0.9595,0.5263463040541017,0.02367175170962632,0.275009027881864
362,6,0.1093821725488745,ahc,single,geometric,30,full,30.0,0.0045,0.955,0.9505,0.47221335927110886,0.03314045239347707,0.25267690583229296
363,7,0.0120213281642838,ahc,single,geometric,30,full,30.0,0.0045,0.955,0.9505,0.3708087963378766,0.03314045239347707,0.20197462436567684
364,4,0.1432929554942751,ahc,average,geometric,30,full,30.0,0.0045,0.955,0.9505,0.5075325694221487,0.03314045239347707,0.2703365109078129
365,5,0.0916625336231666,ahc,average,geometric,30,full,30.0,0.0045,0.955,0.9505,0.45375776501292586,0.03314045239347707,0.24344910870320147
366,6,0.1337669020937474,ahc,average,geometric,30,full,30.0,0.0045,0.9324,0.9279,0.49761086745186434,0.05691741188847976,0.27726413967017205
367,7,0.1248738580091011,ahc,average,geometric,30,full,30.0,0.0045,0.9324,0.9279,0.4883484657723217,0.05691741188847976,0.27263293883040074
368,4,0.1333327437764358,ahc,complete,geometric,30,full,30.0,0.018,0.5225,0.5045,0.4971586771007115,0.5023671751709626,0.49976292613583706
369,5,0.1037009674752395,ahc,complete,geometric,30,full,30.0,0.018,0.455,0.4369,0.4662961949216468,0.5734876380852183,0.5198919165034326
370,6,0.1019722808530052,ahc,complete,geometric,30,full,30.0,0.018,0.455,0.4369,0.4644957102146352,0.5734876380852183,0.5189916741499268
371,7,0.0978672010835258,ahc,complete,geometric,30,full,30.0,0.018,0.3829,0.3649,0.460220132876935,0.6492372435560232,0.554728688216479
372,4,0.1913476175090222,ahc,single,geometric,30,weekly,30.0,0.0045,0.9775,0.973,0.5575831008170969,0.009468700683850528,0.28352590075047374
373,5,0.1689173740420364,ahc,single,geometric,30,weekly,30.0,0.0045,0.9685,0.964,0.5342212549987623,0.01893740136770128,0.2765793281832318
374,6,0.1176441743863784,ahc,single,geometric,30,weekly,30.0,0.0045,0.964,0.9595,0.48081850942753296,0.02367175170962632,0.25224513056857967
375,7,0.0789821928198107,ahc,single,geometric,30,weekly,30.0,0.0045,0.9459,0.9414,0.4405507676297741,0.04271436086270375,0.2416325642462389
376,4,0.5688350786629441,ahc,average,geometric,30,weekly,30.0,0.0045,0.8153,0.8108,0.9507488673328539,0.18011572856391367,0.5654322979483838
377,5,0.5640944235360729,ahc,average,geometric,30,weekly,30.0,0.0045,0.7883,0.7838,0.9458113170866929,0.20852183061546548,0.5771665738510792
378,6,0.6048880780024412,ahc,average,geometric,30,weekly,30.0,0.0045,0.7883,0.7838,0.9882992672247475,0.20852183061546548,0.5984105489201065
379,7,0.5742909613365355,ahc,average,geometric,30,weekly,30.0,0.0045,0.7883,0.7838,0.9564313508962163,0.20852183061546548,0.5824765907558409
380,4,0.5624926717532048,ahc,complete,geometric,30,weekly,30.0,0.0315,0.6396,0.6081,0.9441430392436243,0.3933719095213045,0.6687574743824645
381,5,0.5383675452485316,ahc,complete,geometric,30,weekly,30.0,0.018,0.6396,0.6216,0.9190159162777258,0.3791688584955286,0.6490923873866272
382,6,0.5413810080796311,ahc,complete,geometric,30,weekly,30.0,0.018,0.6396,0.6216,0.9221545382076681,0.3791688584955286,0.6506616983515984
383,7,0.5172981621714773,ahc,complete,geometric,30,weekly,30.0,0.018,0.464,0.4459,0.8970714518915923,0.5640189374013677,0.73054519464648
384,4,0.2510117985869057,ahc,single,geometric,3,3day,3.0,0.0045,0.982,0.9775,0.6197253330791004,0.004734350341925264,0.3122298417105128
385,5,0.2451727370618617,ahc,single,geometric,3,3day,3.0,0.0045,0.9595,0.955,0.6136437559766215,0.028406102051551807,0.32102492901408664
386,6,0.2038754784635081,ahc,single,geometric,3,3day,3.0,0.0045,0.9595,0.955,0.5706312853578939,0.028406102051551807,0.29951869370472284
387,7,0.1586717899423435,ahc,single,geometric,3,3day,3.0,0.0045,0.955,0.9505,0.5235501378346483,0.03314045239347707,0.2783452951140627
388,4,0.2691316412235194,ahc,average,geometric,3,3day,3.0,0.0045,0.9234,0.9189,0.6385977528346911,0.06638611257233018,0.35249193270351065
389,5,0.2612125016089828,ahc,average,geometric,3,3day,3.0,0.0045,0.9234,0.9189,0.6303497051056965,0.06638611257233018,0.34836790883901336
390,6,0.2543061908793016,ahc,average,geometric,3,3day,3.0,0.0045,0.9234,0.9189,0.6231565524019465,0.06638611257233018,0.3447713324871383
391,7,0.1904675252206661,ahc,average,geometric,3,3day,3.0,0.0045,0.9189,0.9144,0.556666455379131,0.07112046291425556,0.31389345914669325
392,4,0.1909686429287461,ahc,complete,geometric,3,3day,3.0,0.0045,0.9144,0.9099,0.5571883861664731,0.07585481325618082,0.316521599711327
393,5,0.1894199134294199,ahc,complete,geometric,3,3day,3.0,0.0045,0.9144,0.9099,0.5555753327981128,0.07585481325618082,0.3157150730271468
394,6,0.1629130406291828,ahc,complete,geometric,3,3day,3.0,0.0045,0.9144,0.9099,0.5279675417192153,0.07585481325618082,0.3019111774876981
395,7,0.1669853294212161,ahc,complete,geometric,3,3day,3.0,0.0045,0.9144,0.9099,0.5322089661614975,0.07585481325618082,0.30403188970883915
396,4,0.2015071375793762,ahc,single,geometric,3,full,3.0,0.0045,0.9865,0.982,0.568164579427493,0.0,0.2840822897137465
397,5,0.2144629943701347,ahc,single,geometric,3,full,3.0,0.0045,0.9685,0.964,0.581658535890142,0.01893740136770128,0.30029796862892166
398,6,0.214397330491486,ahc,single,geometric,3,full,3.0,0.0045,0.964,0.9595,0.5815901447729844,0.02367175170962632,0.3026309482413054
399,7,0.1044359838690698,ahc,single,geometric,3,full,3.0,0.0045,0.9595,0.955,0.4670617389823649,0.028406102051551807,0.24773392051695836
400,4,0.2865071537862382,ahc,average,geometric,3,full,3.0,0.0045,0.9324,0.9279,0.6566949280214981,0.05691741188847976,0.3568061699549889
401,5,0.2469646013995174,ahc,average,geometric,3,full,3.0,0.0045,0.9279,0.9234,0.6155100423789647,0.06165176223040503,0.33858090230468485
402,6,0.2475825944551992,ahc,average,geometric,3,full,3.0,0.0045,0.9279,0.9234,0.6161537027344526,0.06165176223040503,0.3389027324824288
403,7,0.2423925446674447,ahc,average,geometric,3,full,3.0,0.0045,0.9279,0.9234,0.6107480929777211,0.06165176223040503,0.3361999276040631
404,4,0.2591830867899879,ahc,complete,geometric,3,full,3.0,0.018,0.9279,0.9099,0.6282360019632146,0.07585481325618082,0.3520454076096977
405,5,0.2600186887576792,ahc,complete,geometric,3,full,3.0,0.009,0.9279,0.9189,0.6291063092500451,0.06638611257233018,0.3477462109111876
406,6,0.2518360257367796,ahc,complete,geometric,3,full,3.0,0.0045,0.9279,0.9234,0.6205837931142302,0.06165176223040503,0.3411177776723176
407,7,0.0616518090792903,ahc,complete,geometric,3,full,3.0,0.0045,0.6486,0.6441,0.42250059561472114,0.3554971067859021,0.38899885120031163
408,4,0.1543350183666451,ahc,single,geometric,3,weekly,3.0,0.0045,0.982,0.9775,0.5190332457621247,0.004734350341925264,0.261883798052025
409,5,0.121410953655394,ahc,single,geometric,3,weekly,3.0,0.0045,0.9775,0.973,0.48474173552376165,0.009468700683850528,0.2471052181038061
410,6,0.1359112731344425,ahc,single,geometric,3,weekly,3.0,0.0045,0.9595,0.955,0.4998443013289311,0.028406102051551807,0.26412520169024145
411,7,0.0805559596026294,ahc,single,geometric,3,weekly,3.0,0.0045,0.955,0.9505,0.4421898981629911,0.03314045239347707,0.23766517527823408
412,4,0.163271075145882,ahc,average,geometric,3,weekly,3.0,0.009,0.9505,0.9414,0.5283404465960206,0.04271436086270375,0.2855274037293622
413,5,0.1454213290317106,ahc,average,geometric,3,weekly,3.0,0.009,0.9099,0.9009,0.5097493413666252,0.08532351394003146,0.29753642765332833
414,6,0.1420535440464048,ahc,average,geometric,3,weekly,3.0,0.0045,0.9099,0.9054,0.5062416811090886,0.0805891635981062,0.2934154223535974
415,7,0.0948999981509888,ahc,average,geometric,3,weekly,3.0,0.0045,0.9054,0.9009,0.4571296921724608,0.08532351394003146,0.27122660305624613
416,4,0.1216397603963095,ahc,complete,geometric,3,weekly,3.0,0.009,0.8829,0.8739,0.48498004536695755,0.11372961599158327,0.2993548306792704
417,5,0.0872520589156791,ahc,complete,geometric,3,weekly,3.0,0.009,0.8829,0.8739,0.44916410867327694,0.11372961599158327,0.2814468623324301
418,6,0.0921876184830575,ahc,complete,geometric,3,weekly,3.0,0.009,0.8829,0.8739,0.45430465838732764,0.11372961599158327,0.2840171371894554
419,7,0.0666845320638472,ahc,complete,geometric,3,weekly,3.0,0.009,0.4595,0.4505,0.4277423442646927,0.5591793792740662,0.4934608617693795
420,4,0.2051994040610835,ahc,single,geometric,60,3day,60.0,0.0045,0.964,0.9595,0.5720101979734,0.02367175170962632,0.2978409748415132
421,5,-0.3155908216952955,ahc,single,geometric,60,3day,,,,,0.02958982809539129,,
422,6,-0.338285403284602,ahc,single,geometric,60,3day,,,,,0.005952665316424688,,
423,7,-0.3440006936500619,ahc,single,geometric,60,3day,,,,,0.0,,
424,4,0.4548749333370728,ahc,average,geometric,60,3day,60.0,0.0045,0.9505,0.9459,0.8320555794754758,0.037980010520778484,0.43501779499812715
425,5,0.4536743221107708,ahc,average,geometric,60,3day,60.0,0.0045,0.9505,0.9459,0.8308051028857807,0.037980010520778484,0.4343925567032796
426,6,0.4284929540829359,ahc,average,geometric,60,3day,60.0,0.0045,0.9505,0.9459,0.8045778691855807,0.037980010520778484,0.4212789398531796
427,7,0.4102637837330316,ahc,average,geometric,60,3day,60.0,0.0045,0.7613,0.7568,0.7855915809744233,0.23692793266701728,0.5112597568207202
428,4,0.4338504878148999,ahc,complete,geometric,60,3day,60.0,0.1126,0.482,0.3694,0.8101579190498138,0.6445028932140978,0.7273304061319559
429,5,0.4601399331646535,ahc,complete,geometric,60,3day,60.0,0.036,0.482,0.4459,0.8375392521955931,0.5640189374013677,0.7007790947984804
430,6,0.4276647442488557,ahc,complete,geometric,60,3day,60.0,0.009,0.473,0.464,0.8037152610521696,0.5449763282482903,0.67434579465023
431,7,0.4282217314401887,ahc,complete,geometric,60,3day,60.0,0.009,0.2928,0.2838,0.8042953817675718,0.7345607574960547,0.7694280696318132
432,4,0.0591681156592397,ahc,single,geometric,60,full,,,,,0.419913746175274,,
433,5,0.0393746701834387,ahc,single,geometric,60,full,,,,,0.3992982133077917,,
434,6,0.0122892190474503,ahc,single,geometric,60,full,,,,,0.3710878136172871,,
435,7,0.0029613873283229,ahc,single,geometric,60,full,,,,,0.36137256613179425,,
